    25  15 3 2  0.0013851983 -0.7730115146   12.29    58.04  -109.17   0.54   0.37   0.77   0.65   0.54 198  7.14  0    0.0    0  6.4211 0.0006 0.008 0  0.763 0.003  0.800   1.11   1.75   1.12  -0.24  -0.02   1.01   0.59   0.22  -0.15   1.04   0.69   1.36  -0.24   0.78   1.00
    26   5 0 1  0.0014721100 -0.2337571305    9.92  -101.58   -32.89   0.80   0.73   1.09   1.36   0.63 135 -0.35  0    0.0    0  9.2438 0.0018 0.020 0  0.535 0.020  0.610   1.20  -0.83   1.24   0.13   0.00   1.05  -0.13  -0.01  -0.13   1.04   0.06   1.14  -0.34  -0.45   1.00
    27   5 0 1  0.0014917276 -0.7207779941    9.29   135.85  -114.79   0.70   0.64   1.18   0.87   0.86 188 -1.26  0    0.0    0  9.4598 0.0026 0.026 0  0.671 0.017  0.730   1.01   0.01   1.08   0.00   0.00   1.01  -0.17   0.05   0.00   1.00   0.06   0.43   0.15   0.00   1.00
    28   5 0 1  0.0015227835 -0.7568061721    5.05   -10.00    -9.22   0.60   0.47   0.85   0.74   0.65 184 -0.59  0    0.0    0  8.9385 0.0013 0.016 0  0.468 0.013  0.540   1.03  -0.12   1.14   0.08   0.10   1.03  -0.23   0.16  -0.34   1.01   0.24   0.75  -0.03  -0.21   1.00
    29   5 0 1  0.0016079877 -0.8570955043    2.43    27.47     4.72   0.70   0.85   1.26   1.04   0.98 180 -0.34  0    0.0    0  9.3109 0.0019 0.024 0  1.041 0.020  1.010   1.03   0.16   1.03   0.17   0.10   1.01   0.00   0.08   0.13   1.00   0.06   0.20  -0.04  -0.09   1.00
    30   5 0 1  0.0016778860  0.7355079099    4.09    -7.62   -10.82   0.38   0.38   0.66   0.54   0.40 157 -1.40  0    0.0    0  8.3069 0.0011 0.012 0  0.142 0.010  0.160   1.02  -0.20   1.04   0.01  -0.39   1.02   0.26   0.09   0.33   1.00   0.07  -0.13  -0.06  -0.03   1.00
    31   5 0 1  0.0017120608  0.0466958951    3.26    -4.16     0.69   0.88   0.54   0.93   1.23   0.60  87  2.23  0    0.0    0  7.7648 0.0020 0.014 0  1.453 0.018  1.460   1.25  -0.75   1.01  -0.60   0.07   1.00   0.43  -0.12   0.04   1.00  -0.35  -0.09  -0.15   0.02   1.00
    32   5 0 1  0.0017206067  0.9065151191    3.03    -0.94    -0.96   0.73   0.66   1.19   0.91   0.72 165 -0.73  0    0.0    0  9.1042 0.0022 0.024 0  0.040 0.017  0.060   1.01   0.16   1.02  -0.03  -0.13   1.03   0.00  -0.12  -0.07   1.00  -0.13   0.02  -0.33   0.02   1.00
    33   5 0 1  0.0017310278 -0.1826042766    8.79    -1.10    28.33   0.64   0.31   0.83   1.02   0.32 158  0.32  0    0.0    0  8.2076 0.0011 0.010 0  0.466 0.015  0.540   1.25  -1.62   1.07   0.44  -0.17   1.10   0.44  -0.08  -0.35   1.05  -0.50   1.32  -0.68  -0.98   1.00
    34   5 0 1  0.0017360768  0.4698118855   13.40    42.43   -53.29   0.48   0.30   0.57   0.48   0.30 111  6.92  0    0.0    0  6.5466 0.0009 0.007 0  0.514 0.005  0.590   1.13  -0.62   1.02  -1.30  -0.49   1.00  -0.09  -0.06  -0.09   1.00  -0.07   0.30  -0.36  -0.26   1.00
    35   5 0 1  0.0017900158 -0.2529066005    6.88   163.25    -1.00   1.04   0.63   1.28   1.71   0.56 130  2.07  0    0.0    0  9.2353 0.0016 0.020 0  0.916 0.004  0.960   1.11  -0.55   1.17   0.27   0.18   1.06  -0.07  -0.06  -0.12   1.01  -0.07   1.07  -0.56  -0.21   1.00
    36   5 0 1  0.0018025008  0.2141011644    5.42    49.34    14.22   0.53   0.35   0.63   0.60   0.38 104 -0.29  0    0.0    0  7.8503 0.0015 0.009 0  1.150 0.014  1.110   1.08  -0.94   1.02  -0.13   0.05   1.03   0.45  -0.29   0.29   1.16  -0.63   0.53  -0.70  -1.49   1.00
    37  55 3 2  0.0018387362 -0.8234390801    2.62    -8.07     4.93   1.95   1.67   2.55   2.16   1.93 137  4.23  0    0.0    0 10.5345 0.0037 0.035 0  0.391 0.045  0.460   1.03   0.12   1.14   0.02   0.04   1.02   0.11   0.10  -0.09   1.00   0.15   0.33  -0.09   0.05   1.00
    38   5 0 1  0.0019381314 -1.3798892692   23.64   163.54   -62.97   0.54   0.58   0.66   0.65   0.55 129 -0.55  0    0.0    0  8.7854 0.0019 0.020 0  0.778 0.015  0.810   1.01  -0.18   1.02   0.00   0.21   1.00  -0.04  -0.19   0.09   1.01  -0.17   0.10  -0.10  -0.22   1.00
    39   5 0 1  0.0019523531 -0.2914164085   10.81   167.23   -32.19   0.59   0.43   0.73   0.84   0.38 114  1.03  0    0.0    0  7.5669 0.0010 0.010 0  0.475 0.009  0.550   1.17  -1.18   1.21   0.07  -0.10   1.01   0.48   0.02  -0.18   1.01  -0.24   1.91  -0.21  -0.35   1.00
    40  15 3 2  0.0021287317  1.1731543484   -2.26     1.13    -5.83   2.52   2.72   3.22   3.18   3.10 134  6.06  1    0.0    0 10.3360 0.0055 0.082 2  0.570 0.042  0.640   1.04   0.14   1.06   0.03  -0.13   1.02  -0.01   0.01  -0.08   1.01   0.01   0.10  -0.07   0.07   1.00
    41   5 0 1  0.0020344137  0.9477528386    2.74     2.51    -0.46   0.60   0.59   0.96   0.74   0.64 177 -0.97  0    0.0    0  8.7201 0.0018 0.021 0  0.026 0.013  0.040   1.12   0.46   1.01  -0.33  -0.10   1.01  -0.30  -0.06  -0.20   1.01  -0.13  -0.01   0.00   0.15   1.00
    42   5 0 1  0.0021884130  0.4510765129    6.12    22.90    -6.57   0.61   0.40   0.68   0.73   0.43 106  0.11  0    0.0    0  8.2910 0.0011 0.010 0  0.387 0.012  0.450   1.02  -0.35   1.01  -0.18  -0.20   1.01  -0.06   0.01   0.15   1.01   0.03   0.17  -0.29  -0.30   1.00
    43   5 0 1  0.0022530292  1.0395135273    7.34   -80.81   -23.64   0.27   0.25   0.35   0.37   0.28 157  1.37  0    0.0    0  6.3456 0.0006 0.007 0  1.032 0.005  1.000   1.03   0.87   1.01  -0.07  -0.02   1.03  -0.28  -0.20  -0.31   1.01  -0.27   0.48  -0.97   0.56   1.00
    44   5 0 1  0.0023164457 -0.0577069029    2.98    12.48    16.89   0.91   0.36   0.81   1.22   0.41 114  1.72  0    0.0    0  8.0825 0.0012 0.009 0  1.104 0.018  1.070   1.29  -1.23   1.04  -0.19  -0.12   1.00   0.69  -0.04  -0.05   1.07  -0.63   0.73   0.15  -1.00   1.00
    45  15 3 2  0.0023423103 -1.2601750270   16.05   -38.52    -1.77   0.88   0.84   1.06   1.03   0.87 136 -1.25  1    0.0    0  9.7391 0.0025 0.028 0  0.000 0.000  0.000   1.02  -0.06   1.02  -0.13   0.10   1.00   0.05  -0.10   0.06   1.00  -0.11   0.07   0.00  -0.06   1.00
    46   5 0 1  0.0023482425 -0.4471926760    1.20    14.72   -14.03   0.88   0.52   1.07   1.20   0.50 170  1.94  0    0.0    0  8.7350 0.0013 0.017 0  1.035 0.016  1.010   1.11  -0.43   1.17   0.19  -0.02   1.05   0.40   0.01   0.09   1.02  -0.10   1.38  -0.66   0.43   1.00
    47   5 0 1  0.0023595445 -0.9919622070   24.54   -46.11  -146.06   1.36   1.41   2.12   1.70   1.69 164  1.15  0    0.0    0 10.8416 0.0044 0.044 0  1.150 0.020  1.250   1.03   0.12   1.01   0.07  -0.03   1.01  -0.03  -0.01   0.06   1.00  -0.01   0.08   0.04   0.02   1.00
    48   5 0 1  0.0023600768 -0.7101822685    1.49     3.50   -12.38   0.44   0.28   0.65   0.52   0.44 170  1.66  0    0.0    0  7.4752 0.0008 0.009 0  1.164 0.008  1.130   1.08  -0.18   1.16  -0.36  -0.25   1.01  -0.69   0.06  -0.21   1.00   0.15   1.37   0.13  -0.22   1.00
    49   5 0 1  0.0024347437  0.2909294869    2.66    26.45     5.74   0.96   0.65   1.20   1.06   0.69 129  0.83  0    0.0    0  9.6309 0.0020 0.018 0  0.450 0.030  0.520   1.11  -0.78   1.00   0.02  -0.02   1.01  -0.14   0.00  -0.02   1.16   0.08   0.14  -0.20  -0.91   1.00
    50  15 3 2  0.0024935593 -0.9267290385   16.83    52.93   -20.91   0.26   0.30   0.51   0.34   0.34 257  3.00  0    0.0    0  6.6231 0.0006 0.010 0  0.616 0.005  0.680   1.09   1.23   1.02   0.29  -0.12   1.03  -0.88  -0.28  -0.17   1.05  -0.45   0.37   0.70   1.06   1.00
    51   5 0 1  0.0025026557  0.0186086606    0.53     9.92     7.36   1.23   0.66   1.22   1.29   0.65  89  1.41  0    0.0    0  9.1049 0.0022 0.014 0  0.906 0.024  0.910   1.23  -0.65   1.03   0.05   0.16   1.01   0.59  -0.15   0.03   1.04  -0.58   0.19  -0.23  -0.50   1.00
    52   5 0 1  0.0025596722 -1.3442550459    4.77    20.72     9.52   0.55   0.50   0.63   0.68   0.54 138 -0.60  0    0.0    0  8.6228 0.0020 0.016 0  0.196 0.023  0.210   1.01   0.03   1.02  -0.17   0.26   1.00  -0.04  -0.11   0.05   1.00  -0.12   0.23   0.14  -0.06   1.00
    53   5 0 1  0.0025724323 -0.5107423778    0.52    10.54   -11.53   2.16   0.99   2.49   3.13   1.24 157  1.46  0    0.0    0 11.1006 0.0041 0.041 0  0.000 0.000  0.000   1.05  -0.03   1.06   0.01  -0.05   1.01  -0.11   0.01  -0.02   1.01   0.02   0.31  -0.11   0.13   1.00
    54   5 0 1  0.0026468827  0.3136174392   19.92   364.41   -18.80   1.43   1.16   1.96   1.59   1.13 122  1.61  0    0.0    0 10.6972 0.0035 0.029 0  1.030 0.015  1.080   1.10  -0.43   1.03   0.02  -0.04   1.03  -0.02   0.04  -0.13   1.10   0.06   0.23  -0.10  -0.45   1.00
    55  15 3 2  0.0027547158 -1.1638397101   15.40   162.84   -28.91   0.52   0.57   0.69   0.56   0.63 138  4.77  2    0.0    0  7.5159 0.0010 0.012 0  0.551 0.015  0.620   1.06   0.47   1.04  -0.29   0.20   1.02   0.26  -0.54   0.35   1.00  -0.44  -0.24   0.25   0.14   1.00
    56   5 0 1  0.0028419543  0.0038910198    3.94    41.04    -2.10   1.09   0.55   1.16   1.43   0.56 101  2.39  0    0.0    0  8.2798 0.0013 0.013 0  1.329 0.019  1.290   1.26  -0.71   1.07  -0.52   0.19   1.04   0.52  -0.10  -0.06   1.05  -0.45   0.60  -0.55  -0.67   1.00
    57   5 0 1  0.0029371310 -1.2160721280   33.48   -40.21   -67.09   0.53   0.53   0.66   0.61   0.56 164 -0.30  0    0.0    0  8.4078 0.0023 0.026 0  0.863 0.012  0.880   1.02   0.31   1.05  -0.03   0.39   1.00   0.09   0.00  -0.12   1.00   0.01   0.28  -0.09   0.13   1.00
    58   5 0 1  0.0030327434  1.0851759991   25.77   -48.18   -43.40   0.36   0.35   0.49   0.42   0.40 160  0.61  0    0.0    0  7.1625 0.0008 0.010 0  0.520 0.007  0.590   1.03   0.49   1.02  -0.32  -0.38   1.04  -0.35   0.05   0.10   1.01  -0.01   0.20  -0.70   0.39   1.00
    59   5 0 1  0.0030446869  0.9725404408   -1.96    -1.54    -1.26   0.77   0.77   1.26   1.12   0.86 149 -0.68  0    0.0    0  9.1257 0.0042 0.039 0  0.091 0.030  0.100   1.10   0.40   1.05  -0.05  -0.14   1.07   0.24  -0.10  -0.33   1.02  -0.02   0.18  -0.03   0.24   1.00
    60   5 0 1  0.0030617154 -1.1251409028    5.81     1.73    10.58   0.58   0.54   0.75   0.72   0.59 149  0.41  0    0.0    0  8.4336 0.0016 0.019 0  0.386 0.014  0.450   1.01   0.08   1.05   0.01   0.35   1.02   0.01  -0.20   0.02   1.00  -0.22   0.32   0.30  -0.12   1.00
    61   5 0 1  0.0030745243  0.9393743595    5.59    33.08   -16.63   0.57   0.60   1.02   0.85   0.76 201 -0.34  0    0.0    0  9.0314 0.0019 0.022 0  1.081 0.020  1.040   1.13   0.76   1.01  -0.28  -0.10   1.02   0.09  -0.05  -0.17   1.01  -0.01  -0.03   0.11   0.20   1.00
    62   5 1 1  0.0031409226 -0.7927761369    3.24     1.60    -7.10   0.77   0.57   0.98   1.01   0.75 165  1.10  0    0.0    0  8.4354 0.0017 0.020 0  0.994 0.012  0.970   1.07   0.31   1.19  -0.17   0.00   1.00  -0.19   0.34  -0.02   1.01   0.46   0.73   0.01  -0.16   1.00
    63   5 0 1  0.0031721301  0.7898196583    5.32    17.45    -0.01   0.19   0.19   0.32   0.22   0.21 151  0.24  0    0.0    0  6.3484 0.0012 0.019 1 -0.047 0.005 -0.030   1.02  -0.31   1.10   0.01  -1.01   1.01   0.93  -0.33  -0.02   1.00  -0.41  -1.46  -0.51  -0.29   1.00
    64   5 0 1  0.0032216757 -0.4870785663    4.10    -7.66   -13.89   0.75   0.38   0.76   1.05   0.39 175  0.57  0    0.0    0  8.2463 0.0016 0.017 0  1.156 0.014  1.120   1.01   0.15   1.06  -0.01  -0.05   1.02  -0.14   0.07  -0.20   1.05   0.12   0.99  -0.07   0.80   1.00
    65   5 0 1  0.0032807861 -0.9569699746   18.28  -205.35   -75.46   1.50   1.71   2.72   1.84   2.04 198  3.77  0    0.0    0 11.1288 0.0044 0.058 0  1.147 0.005  1.240   1.03   0.17   1.02   0.04   0.07   1.01  -0.01  -0.05  -0.05   1.03  -0.05   0.07   0.06   0.14   1.00
    66   5 0 1  0.0032907909 -1.2621915595    7.86   -15.82    11.70   0.74   0.66   0.87   0.83   0.65 141  1.63  0    0.0    0  8.6404 0.0020 0.020 0  0.401 0.023  0.470   1.07   0.11   1.03  -0.43   0.23   1.00  -0.18  -0.07   0.00   1.00  -0.09   0.23   0.06   0.03   1.00
    67   5 0 1  0.0034749701  0.4108199416    6.65    91.78   -11.79   0.57   0.42   0.70   0.64   0.39 112  1.25  0    0.0    0  7.9346 0.0013 0.012 0  0.495 0.015  0.570   1.12  -0.98   1.04  -0.16  -0.06   1.01  -0.56  -0.08  -0.17   1.12   0.15   0.84  -0.22  -1.38   1.00
    68   5 1 1  0.0035017622  0.2965133674   31.66   -99.07  -319.67   0.91   0.62   1.10   0.99   0.62 121  2.39  0    0.0    0  8.9324 0.0021 0.014 0  0.940 0.015  0.990   1.10  -0.86   1.03  -0.04   0.10   1.01  -0.15   0.02   0.01   1.13   0.12   0.38  -0.26  -0.99   1.00
    69   5 0 1  0.0035146013  0.5305084096    5.47    14.95    -1.84   0.71   0.38   0.76   0.87   0.39  94  0.49  0    0.0    0  8.3785 0.0011 0.011 0  0.135 0.017  0.150   1.09  -0.14   1.03  -0.28   0.01   1.03   0.51  -0.19  -0.28   1.01  -0.39   0.48  -0.06  -0.38   1.00
    70  95 3 1  0.0035396013  0.6418908255    5.94   -22.80   -19.03   2.71   1.58   3.08   3.26   1.91 112 18.74  4    0.0    0 10.5870 0.0430 0.000 0  0.706 0.072  0.760   1.02   0.30   1.04  -0.08   0.08   1.03  -0.05  -0.04   0.20   1.01  -0.09  -0.37  -0.08   0.15   1.00
    71  95 3 1  0.0036145553  0.6419347673    7.30   -23.59   -20.52   1.17   0.70   1.36   1.39   0.85 112  6.30  0    0.0    0  8.4174 0.0069 0.032 0  0.846 0.016  0.860   1.04   0.25   1.02  -0.29  -0.05   1.04  -0.13  -0.03   0.23   1.00  -0.08  -0.30  -0.30   0.07   1.00
    72   5 0 1  0.0038304684 -0.2239025365   11.38   188.13  -119.03   1.04   0.54   1.05   1.20   0.50 143  1.03  0    0.0    0  9.1074 0.0016 0.016 0  0.671 0.002  0.730   1.20  -0.57   1.18   0.10  -0.07   1.05   0.53  -0.03  -0.14   1.03  -0.29   1.36  -0.54  -0.55   1.00
    73   5 0 1  0.0038477104  1.1667171190    3.57   -20.41    17.84   0.38   0.39   0.49   0.52   0.46 138  1.92  0    0.0    0  7.0364 0.0011 0.010 0  1.446 0.010  1.440   1.04   0.68   1.03   0.09  -0.29   1.00  -0.07  -0.23   0.01   1.01  -0.24   0.37  -0.20   0.32   1.00
    74   5 0 1  0.0038724118  0.6240027159   22.46   157.18   -41.27   0.90   0.67   1.12   1.28   0.78 105 -1.44  0    0.0    0 10.0824 0.0032 0.030 0  1.068 0.066  1.030   1.02  -0.22   1.01  -0.04  -0.09   1.02   0.09  -0.01  -0.14   1.05  -0.03  -0.05  -0.05  -0.36   1.00
    75   5 0 1  0.0038949087 -0.8804569104    1.56    29.13     3.01   0.42   0.41   0.63   0.55   0.50 172  0.14  0    0.0    0  7.5402 0.0013 0.015 0  1.524 0.020  1.590   1.02   0.30   1.02   0.08   0.17   1.00   0.05   0.28  -0.08   1.00   0.30   0.23   0.05  -0.07   1.00
    76   5 0 1  0.0039831855  0.5729160981    2.89    -0.71    -8.10   0.88   0.57   1.09   1.07   0.63 109  0.28  0    0.0    0  9.0913 0.0032 0.034 2  1.670 0.050  2.290   1.05  -0.10   1.02  -0.18   0.02   1.04  -0.30  -0.03   0.28   1.01  -0.02  -0.30  -0.10  -0.25   1.00
    77   5 0 1  0.0040233572 -0.5247188123    4.79    18.60     2.29   0.65   0.33   0.83   0.98   0.47 162 -0.31  0    0.0    0  8.4315 0.0009 0.013 0  0.022 0.009  0.040   1.06  -0.33   1.12   0.04  -0.13   1.08   0.31  -0.05  -0.39   1.01  -0.16   0.97   0.12   0.33   1.00
    78   5 0 1  0.0040546188  0.3118526663    1.41    -0.86     3.75   0.58   0.47   0.81   0.69   0.46 119  0.04  0    0.0    0  8.2267 0.0015 0.012 0  1.203 0.017  1.160   1.16  -1.17   1.01  -0.17  -0.16   1.02   0.00  -0.07  -0.31   1.13  -0.07   0.25   0.11  -1.15   1.00
    79   5 0 1  0.0041141429  0.6163936354    3.69    16.55   -13.75   0.74   0.45   0.83   0.89   0.49 106  0.21  0    0.0    0  8.8073 0.0017 0.014 0  0.529 0.020  0.600   1.03  -0.11   1.00  -0.05  -0.02   1.01   0.28   0.05  -0.11   1.01   0.06   0.04  -0.18  -0.30   1.00
    80   5 0 1  0.0042200770 -0.2063596538   13.68   416.41   -83.64   0.80   0.55   1.22   1.36   0.51 164  1.97  0    0.0    0  8.5253 0.0013 0.016 0  0.566 0.015  0.640   1.21  -1.25   1.13  -0.05  -0.15   1.11   0.31  -0.04  -0.33   1.08  -0.28   1.24  -0.35  -0.90   1.00
    81   5 0 1  0.0042562268 -0.0860816413   22.84  -186.29  -172.57   1.02   0.47   1.05   1.36   0.47 119  0.78  0    0.0    0  8.7088 0.0015 0.015 0  0.642 0.002  0.710   1.07  -0.90   1.09  -0.04   0.12   1.02   0.16  -0.19   0.16   1.09  -0.54   0.98  -0.35  -0.95   1.00
    82   5 0 1  0.0043289670 -0.1908658094    0.75    -7.19   -65.68   0.98   0.62   1.20   1.27   0.57 164  0.12  0    0.0    0  9.6307 0.0023 0.025 0  1.107 0.015  1.070   1.10  -0.70   1.11   0.06  -0.11   1.06   0.22  -0.07   0.21   1.02  -0.24   0.91  -0.54  -0.32   1.00
    83   5 0 1  0.0043298300  0.9089773214    1.84    -2.79    -0.97   0.79   0.81   1.34   0.98   0.85 169  0.61  0    0.0    0  8.9461 0.0021 0.027 0  1.726 0.037  1.830   1.07   0.42   1.01  -0.12  -0.10   1.06  -0.13   0.08  -0.22   1.03   0.03   0.01  -0.42   0.31   1.00
    84   5 0 1  0.0043948625  0.4867085206   20.93   227.39    -5.08   1.11   0.72   1.25   1.33   0.69  96  0.37  1    0.0    0  9.7503 0.0027 0.022 0  0.852 0.046  0.900   1.03  -0.14   1.05   0.08  -0.22   1.01   0.18  -0.09   0.07   1.00  -0.17   0.30  -0.18  -0.15   1.00
    85   5 0 1  0.0044681714 -0.4313415230    3.28    46.75    -0.22   1.58   0.86   1.90   2.48   0.85 155  0.02  1    0.0    0 10.6983 0.0033 0.034 0  0.359 0.019  0.420   1.08  -0.09   1.12  -0.09  -0.03   1.04  -0.12   0.06  -0.10   1.02   0.14   0.59  -0.24   0.21   1.00
